ID,IDExpediente,Estado,Regional,Departamento,Municipio,Localidad,Vereda,Class,TipoCombustible,TipoFuenteEmision,Latitud,Longitud,PrecisionUbicacion
159,215548,Seguimiento y Control,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Sin sanción,Carbón,Horno,4.532045540756562,-74.14318109269777,Alta
160,218040,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,PEÑAS,Sin sanción,Carbón,Horno,5.375688989508088,-73.68354038302505,Alta
161,219702,Seguimiento y Control,Magdalena Centro,Cundinamarca,SAN JUAN DE RIOSECO,,CENTRO POBLADO CAMBAO,Sin sanción,ACPM,Caldera,4.901375933995789,-74.72910930382439,Alta
162,220334,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,,RAMADA  FLORES,Sin sanción,Carbón,Horno,5.324352711280675,-73.71138688481753,Alta
164,221308,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,,LA RAMADA,Sin sanción,Carbón,Horno,5.322074072592789,-73.71160475103049,Alta
165,223364,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,RABANAL,Sin sanción,Carbón,Horno,5.342877295476011,-73.70479893802133,Alta
166,224442,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,,SIETE TROJES,Sin sanción,Gas,Horno,4.718446115323723,-74.23096251271922,Alta
167,226506,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,,FUSUNGA,Sin sanción,Carbón,Horno,4.549327252662023,-74.20745154059891,Alta
170,226592,Seguimiento y Control,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Sin sanción,ACPM,Secadores,4.525045864719102,-74.14639740542519,Alta
171,226674,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,CASA BLANCA,Sin sanción,Carbón,Molino,5.122663890887295,-73.907961177625,Alta
172,228146,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,,SIBERIA,Sin sanción,Otros,Horno,4.743980426788356,-74.13277168008962,Alta
173,229140,Seguimiento y Control,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Sin sanción,ACPM,Secadores,4.52746940611893,-74.14655983395548,Alta
174,229254,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,,EL OLIVO,Sin sanción,Carbón,Horno,5.067493903404046,-73.95192101977662,Alta
175,234474,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,,SIBERIA,Sin sanción,Otros,Secadores,4.757888426399601,-74.13566628255914,Alta
176,236124,Seguimiento y Control,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Sin sanción,Carbón,Horno,4.516545132678234,-74.14842406462392,Alta
177,236626,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,,FUSUNGA,Sin sanción,Otros,Secadores,4.549327252662023,-74.20745154059891,Alta
178,237320,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Sin sanción,Carbón,Horno,5.220712393214728,-73.81738069600944,Alta
179,237546,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,SANTUARIO,Sin sanción,Carbón,Horno,5.367661724854596,-73.68765968240605,Alta
180,239650,Seguimiento y Control,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,,ALTAMAR,Sin sanción,Sin definir,Sin definir,4.730325004988502,-73.95057780141846,Alta
181,240512,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,,CAZUCA,Sin sanción,Gas,Secadores,4.585336568654857,-74.20904409471083,Alta
182,242468,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,SANTUARIO,Sin sanción,Sin definir,Sin definir,5.368512628332108,-73.68905759236137,Alta
183,246026,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,,SAN JOSÉ,Sin sanción,No aplica,Molino,4.696014871207774,-74.20857787225968,Alta
184,247634,Seguimiento y Control,Sumapaz,Cundinamarca,FUSAGASUGA,,CUCHARAL,Sin sanción,Otros,Planta de asfalto,4.328762800946419,-74.41884479172194,Alta
185,249390,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Sin sanción,Carbón,Horno,5.444633640351026,-73.60050816910078,Alta
186,249462,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,APOSENTOS,Sin sanción,No aplica,Horno,5.227279655231649,-73.78144106251762,Alta
187,250486,Seguimiento y Control,Chiquinquira,Boyacá,CHIQUINQUIRA,,SUCRE ORIENTAL,Sin sanción,Otros,Secadores,5.558346040461315,-73.82330194303466,Alta
188,251256,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,,CANAVITA,Sin sanción,No aplica,Horno,4.948368027349582,-73.93848209506716,Alta
189,251262,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,PUEBLO VIEJO,Sin sanción,Carbón,Horno,5.3244472,-73.7416109,Baja
190,251522,Seguimiento y Control,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Sin sanción,Carbón,Horno,5.512951489781183,-73.84572926117762,Alta
191,252170,Seguimiento y Control,Ubate,Cundinamarca,SIMIJACA,,HATO CHICO,Sin sanción,Leña,Horno,5.5152751,-73.8376865,Baja
192,252754,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Sin sanción,Carbón,Horno,5.233765376122582,-73.8058562407743,Alta
193,253304,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Sin sanción,Carbón,Horno,5.122310435827001,-73.90503914988963,Alta
194,253700,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Sin sanción,Carbón,Horno,5.131588829580173,-73.90633539971547,Alta
195,253700,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Sin sanción,Carbón,Horno,5.131579709262431,-73.90604679345861,Alta
196,253916,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE CAJÓN,Sin sanción,Mezcla,Horno,5.213668439470928,-73.84138618837785,Alta
197,253916,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE CAJÓN,Sin sanción,Mezcla,Horno,5.213541730894566,-73.84109759104514,Alta
198,253924,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,PEÑAS,Sin sanción,Carbón,Horno,5.3244472,-73.7416109,Baja
199,253926,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,,PEÑAS,Sin sanción,Carbón,Horno,5.389132226919711,-73.66500843821844,Alta
200,253958,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Sin sanción,Hulla,Horno,5.231357945353721,-73.75700836237117,Baja
202,254206,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Sin sanción,Carbón,Horno,5.11407293807444,-73.90733212518127,Alta
203,254360,Seguimiento y Control,Sabana Occidente,Cundinamarca,MADRID,,LA CUESTA,Sin sanción,ACPM,Trituradora,4.851403178634114,-74.19943889069901,Alta
204,254602,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Sin sanción,Carbón,Horno,5.114741361860678,-73.90451808765988,Alta
205,254614,En Trámite,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Sin sanción,Gas,Horno,5.120701371343946,-73.90719509076919,Alta
206,255944,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Sin sanción,Carbón,Horno,5.443367531678636,-73.60031967843835,Alta
207,259752,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Sin sanción,Gas,Horno,4.582793999528572,-74.21253140417686,Media
208,260370,Seguimiento y Control,Sabana Centro,Cundinamarca,CAJICA,,CHUNTAME ALTO,Sin sanción,Otros,Horno,4.953109118758864,-74.01450894895697,Alta
209,262148,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Sin sanción,Carbón,Horno,5.231702201013683,-73.75722292784774,Baja
210,265866,En Trámite,Sabana Centro,Cundinamarca,ZIPAQUIRA,,AREA URBANA,Sin sanción,Carbón,Caldera,5.022983920924119,-74.00971397007675,Alta
211,268628,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Sin sanción,Carbón,Horno,5.232036289716182,-73.75606712468581,Baja
212,269526,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,,VERGANZO,Sin sanción,No aplica,Caldera,4.963030855079891,-73.95977650306315,Alta
213,269960,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Sin sanción,Carbón,Chimenea,5.228566356333745,-73.80727467545057,Alta
214,271904,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,,CERRO VERDE,Sin sanción,Carbón,Batería de coquización,5.135243972568703,-73.88117122864963,Alta
215,272546,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Sin sanción,Carbón,Horno,5.429001111816921,-73.61832416004152,Media
216,272546,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Sin sanción,Carbón,Horno,5.428920254203583,-73.61935060037214,Media
217,273724,En Trámite,Sabana Centro,Cundinamarca,COGUA,,NEUSA,Sin sanción,Carbón,Horno,5.073019945414556,-73.95605931663142,Alta
218,273724,En Trámite,Sabana Centro,Cundinamarca,COGUA,,NEUSA,Sin sanción,Carbón,Horno,5.07248663313253,-73.95724982090229,Alta
219,273724,En Trámite,Sabana Centro,Cundinamarca,COGUA,,NEUSA,Sin sanción,Carbón,Horno,5.072983997871496,-73.95725874707476,Alta
220,274218,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,,FUSUNGA,Sin sanción,Carbón,Horno,4.527537860506851,-74.19357095130036,Media
221,277246,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,,LA RAMADA,Sin sanción,No aplica,No aplica (área de operación),5.320792253355371,-73.71541261856255,Alta
222,281510,En Trámite,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Sin sanción,Sin definir,Sin definir,4.50781203796052,-74.14755883360914,Media
223,281730,En Trámite,Sabana Centro,Cundinamarca,TOCANCIPA,,TIBITÓ,Sin sanción,Carbón,Caldera,4.957605672455215,-73.96328493791145,Alta
224,84550,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,,MORTIÑO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.066568931747036,-73.93922367036498,Alta
225,94206,Sancionatorio,Sabana Centro,Cundinamarca,TENJO,,CHURUGUACO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.866675715457455,-74.14239201606195,Alta
226,96416,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,ORATORIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.075065212873094,-73.92123948691632,Alta
227,96946,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.138454859403585,-73.67173935679345,Alta
228,109564,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,,SOATAMA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.13766333750456,-73.54254491791754,Alta
229,110204,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,,FUCHATOQUE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.994663,-73.5509364,Baja
230,144976,Sancionatorio,Sabana Centro,Cundinamarca,COTA,,VUELTA GRANDE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.76060036023827,-74.14634814428524,Alta
231,149104,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,QUIBA ALTA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.558719743580678,-74.17034405643113,Alta
232,150604,Sancionatorio,Ubate,Cundinamarca,TAUSA,,PAJARITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.140893962021765,-73.90618861109839,Alta
233,151912,Sancionatorio,Sabana Centro,Cundinamarca,CHIA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.858937849536002,-74.06337187008603,Alta
234,152014,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,CHASQUES,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.243819181812527,-73.5933389849135,Alta
235,152140,Sancionatorio,Rionegro,Cundinamarca,LA PALMA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.359883285616657,-74.39175444784289,Alta
236,152218,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,SUBA,CHORRILLOS,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.792679193239126,-74.0997556073905,Alta
237,153862,Sancionatorio,Rionegro,Cundinamarca,PACHO,,KENNEDY,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.128513738288823,-74.16003190661208,Alta
239,156148,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,SUBA,CHORRILLOS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.777043371309548,-74.10911190037291,Alta
240,156796,Sancionatorio,Tequendama,Cundinamarca,TENA,,INSPECCION LA GRAN VIA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.6487422901155,-74.41316242641665,Alta
241,158534,Sancionatorio,Soacha,Cundinamarca,SOACHA,,SANTA ANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.566341393818399,-74.23247062806013,Alta
242,158568,Sancionatorio,Soacha,Cundinamarca,SIBATE,,CHUSACA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.542437009581842,-74.24797384432563,Alta
243,158672,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.298845009980081,-74.8088832640906,Alta
244,159404,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.627317486398075,-73.80856837864569,Alta
245,159408,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.627317486398075,-73.80856837864569,Alta
246,160008,Sancionatorio,Soacha,Cundinamarca,SOACHA,,DUCALES,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.571875537004082,-74.23350815057302,Alta
247,160186,Sancionatorio,Soacha,Cundinamarca,SOACHA,,FUSUNGA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.550584295557992,-74.2071634028477,Alta
248,161340,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,,CENTRO LA TOMA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.72022667747147,-73.96673183066753,Alta
249,161754,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,FONTIBON,PUENTE GRANDE,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.679284000964967,-74.15624540339164,Alta
250,162044,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.720172578073919,-73.9677323379922,Alta
251,162270,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.706117374037105,-73.95411541814988,Alta
252,163482,Sancionatorio,Gualiva,Cundinamarca,ALBAN,,LA MARÍA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.917265304913495,-74.42520328263082,Alta
253,163736,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.579614351782139,-74.24270175690222,Alta
254,164052,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,ASTORGA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.058051342260439,-73.87398027702358,Alta
255,164448,Sancionatorio,Ubate,Cundinamarca,GUACHETA,,PUNTA GRANDE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.342191203763201,-73.75473565633806,Alta
256,165068,Sancionatorio,Sabana Occidente,Cundinamarca,MADRID,,SANTA CRUZ,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.748679900247107,-74.25650541046015,Alta
257,166650,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.5039119265132,-74.14799933247245,Alta
258,166794,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,KENNEDY,TINTALITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.655157357482492,-74.15344878460306,Alta
259,168210,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.569148011009392,-74.21657481726287,Alta
260,168226,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.573909508970414,-74.18895505976167,Alta
261,168392,Sancionatorio,Sabana Centro,Cundinamarca,COTA,,SIBERIA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.751213784706429,-74.14508526423714,Alta
262,168490,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.459494709986158,-74.11022412945748,Alta
263,168616,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.50224798133018,-74.14809829074211,Alta
264,168956,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.537088177465246,-74.17372048353121,Alta
265,169248,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,RÍO GRANDE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.978907266921981,-73.99993512045668,Alta
266,169516,Sancionatorio,Sabana Centro,Cundinamarca,SOPO,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.923032165458978,-73.95161491118245,Alta
267,169584,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,RIO FRIO-LA FLORIDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.921107711801773,-74.03835972120199,Alta
268,170230,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,TIERRA NEGRA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.378754932535756,-74.34660495109256,Alta
269,170540,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,TIERRA NEGRA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.379052510114605,-74.34893843458083,Alta
270,170548,Sancionatorio,Sumapaz,Cundinamarca,SILVANIA,,AZAFRANAL,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.439076346507298,-74.3822697689574,Alta
271,170618,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,KENNEDY,TINTALITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.654614891880992,-74.15233115523553,Alta
272,170806,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,FONTIBON,EL CHARCO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.698064835661141,-74.16964115732343,Alta
273,171236,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.531412614852203,-74.14215376714297,Alta
274,171250,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.506308231849069,-74.14926107740006,Alta
275,171320,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.503911949191132,-74.14776505203284,Alta
276,171546,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.343310238861903,-74.35999735805336,Alta
277,171708,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,PASO ANCHO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.009100674642049,-73.99067075031871,Alta
278,171784,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,BERMEJAL,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.374470183009603,-74.34193669384523,Alta
279,172164,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.620774506233361,-73.81729066129132,Alta
280,172710,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,,MOYANO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.797485698834556,-74.28622074733866,Alta
281,172710,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,,MOYANO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.802694796068038,-74.28514058611823,Alta
282,172940,Sancionatorio,Sabana Occidente,Cundinamarca,FUNZA,,LA FLORIDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.728504729167104,-74.16244328733147,Alta
283,173068,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,,TIERRA MORADA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.864618558903129,-74.2935346978195,Alta
284,173944,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,,RAMADA  FLORES,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.323524958706307,-73.71848739660393,Alta
285,173948,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.522477523597392,-74.14737936340134,Alta
286,174580,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.456725467921365,-74.63397912834974,Alta
287,174606,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.456761543231247,-74.63410529258086,Alta
288,174920,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.429751044743832,-73.6382273624479,Alta
289,175534,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PEÑAS,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.199806941206461,-73.84467462153063,Alta
290,175598,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,,RAMADA  FLORES,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.323334924557479,-73.7182529444509,Alta
291,175776,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.299009226147966,-74.80737014375782,Alta
292,175778,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.277865284350967,-74.77137456628721,Alta
293,176346,Sancionatorio,Ubate,Cundinamarca,UBATE,,GUATANCUY,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.355177265652509,-73.79250457318558,Alta
294,176384,Sancionatorio,Ubate,Cundinamarca,TAUSA,,PAJARITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.138198773864668,-73.90471921551881,Alta
295,176816,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,,LA RAMADA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.323081959319736,-73.71865004281216,Alta
296,177306,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,SUBA,CHORRILLOS,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.776392032519601,-74.11391646419493,Alta
297,177574,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.789465777581055,-74.33564396734384,Alta
298,178160,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PEÑAS,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.199843079390366,-73.84458440872808,Alta
299,178282,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.009432163998458,-74.46942670337023,Alta
300,178352,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,,ALISAL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.322992557469982,-73.88163599170963,Alta
301,178520,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,CENTRO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,5.009584047749668,-74.47249262761589,Alta
302,179220,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,,MANUEL DEL SUR,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.371199251885157,-74.76472109834666,Alta
