date_time,variable,value,station,unit_measurement
2024-02-24 06:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 06:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 05:00:00+00:00,PM2.5,23.79316,2,μgr/m³
2024-02-24 05:00:00+00:00,WDS,1.229167,3,m/s
2024-02-24 05:00:00+00:00,SO2,0.541379,3,μgr/m³
2024-02-24 05:00:00+00:00,SO2,35.26347,20,μgr/m³
2024-02-24 05:00:00+00:00,CO,581.663391,3,μgr/m³
2024-02-24 05:00:00+00:00,WDD,40.12519,22,°N
2024-02-24 05:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-24 05:00:00+00:00,CO,567.678223,22,μgr/m³
2024-02-24 05:00:00+00:00,WDD,224.2736,3,°N
2024-02-24 05:00:00+00:00,PM2.5,33.81849,7,μgr/m³
2024-02-24 05:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 05:00:00+00:00,NO,39.037704,22,μgr/m³
2024-02-24 05:00:00+00:00,CO,12.147942,5,μgr/m³
2024-02-24 05:00:00+00:00,CO,440.275421,7,μgr/m³
2024-02-24 05:00:00+00:00,NO2,42.377022,22,μgr/m³
2024-02-24 05:00:00+00:00,NO,13.44309,8,μgr/m³
2024-02-24 05:00:00+00:00,WDD,273.1583,2,°N
2024-02-24 05:00:00+00:00,PM2.5,28.76805,22,μgr/m³
2024-02-24 05:00:00+00:00,NO,7.611964,3,μgr/m³
2024-02-24 05:00:00+00:00,WDD,203.5795,7,°N
2024-02-24 05:00:00+00:00,RAIN,0.0,7,mm
2024-02-24 05:00:00+00:00,Temp,12.91708,3,°C
2024-02-24 05:00:00+00:00,WDD,188.9481,14,°N
2024-02-24 05:00:00+00:00,NOX,30.75595,3,μgr/m³
2024-02-24 05:00:00+00:00,WDD,116.7926,5,°N
2024-02-24 05:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-24 05:00:00+00:00,NOX,54.38249,22,μgr/m³
2024-02-24 05:00:00+00:00,PM2.5,50.22556,8,μgr/m³
2024-02-24 05:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-24 05:00:00+00:00,PM2.5,60.00992,3,μgr/m³
2024-02-24 05:00:00+00:00,WDD,119.4834,20,°N
2024-02-24 05:00:00+00:00,Temp,11.73722,22,°C
2024-02-24 05:00:00+00:00,SO2,5.837219,5,μgr/m³
2024-02-24 05:00:00+00:00,WDS,0.811528,22,m/s
2024-02-24 05:00:00+00:00,SO2,2.129798,2,μgr/m³
2024-02-24 05:00:00+00:00,WDS,0.824444,7,m/s
2024-02-24 05:00:00+00:00,WDS,1.104167,14,m/s
2024-02-24 05:00:00+00:00,Temp,11.46,14,°C
2024-02-24 05:00:00+00:00,WDS,2.874305,2,m/s
2024-02-24 05:00:00+00:00,RAIN,0.0,2,mm
2024-02-24 05:00:00+00:00,WDS,2.71876,5,m/s
2024-02-24 05:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-24 05:00:00+00:00,PM10,79.59156,20,μgr/m³
2024-02-24 05:00:00+00:00,PM10,33.05405,14,μgr/m³
2024-02-24 05:00:00+00:00,NO2,21.965714,8,μgr/m³
2024-02-24 05:00:00+00:00,PM10,43.73262,7,μgr/m³
2024-02-24 05:00:00+00:00,PM10,37.22538,2,μgr/m³
2024-02-24 05:00:00+00:00,PM2.5,60.47768,20,μgr/m³
2024-02-24 05:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-24 05:00:00+00:00,WDS,0.588889,20,m/s
2024-02-24 05:00:00+00:00,PM2.5,34.70997,14,μgr/m³
2024-02-24 05:00:00+00:00,NO2,46.148678,3,μgr/m³
2024-02-24 05:00:00+00:00,RAIN,0.0,20,mm
2024-02-24 05:00:00+00:00,RAIN,0.0,22,mm
2024-02-24 05:00:00+00:00,RAIN,0.0,14,mm
2024-02-24 05:00:00+00:00,PM10,178.1466,3,μgr/m³
2024-02-24 05:00:00+00:00,RAIN,0.0,5,mm
2024-02-24 05:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 05:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-24 04:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-24 04:00:00+00:00,NO2,48.388062,22,μgr/m³
2024-02-24 04:00:00+00:00,CO,419.847137,22,μgr/m³
2024-02-24 04:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,22.69137,2,μgr/m³
2024-02-24 04:00:00+00:00,RAIN,0.0,22,mm
2024-02-24 04:00:00+00:00,WDD,273.1792,2,°N
2024-02-24 04:00:00+00:00,WDS,1.388333,3,m/s
2024-02-24 04:00:00+00:00,SO2,6.144155,5,μgr/m³
2024-02-24 04:00:00+00:00,WDS,3.194722,2,m/s
2024-02-24 04:00:00+00:00,RAIN,0.0,2,mm
2024-02-24 04:00:00+00:00,RAIN,0.0,20,mm
2024-02-24 04:00:00+00:00,CO,650.953491,3,μgr/m³
2024-02-24 04:00:00+00:00,NO,14.605535,22,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,31.3485,7,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,33.7953,14,μgr/m³
2024-02-24 04:00:00+00:00,PM10,45.2608,14,μgr/m³
2024-02-24 04:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 04:00:00+00:00,CO,32.343494,5,μgr/m³
2024-02-24 04:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-24 04:00:00+00:00,NO,26.05863,8,μgr/m³
2024-02-24 04:00:00+00:00,WDS,0.869722,7,m/s
2024-02-24 04:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-24 04:00:00+00:00,NO2,47.164837,3,μgr/m³
2024-02-24 04:00:00+00:00,RAIN,0.0,5,mm
2024-02-24 04:00:00+00:00,NOX,37.65148,22,μgr/m³
2024-02-24 04:00:00+00:00,SO2,0.945988,2,μgr/m³
2024-02-24 04:00:00+00:00,NO,7.160693,3,μgr/m³
2024-02-24 04:00:00+00:00,WDS,0.664167,14,m/s
2024-02-24 04:00:00+00:00,NOX,30.92838,3,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,58.4446,20,μgr/m³
2024-02-24 04:00:00+00:00,NO2,31.844061,8,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,28.5329,22,μgr/m³
2024-02-24 04:00:00+00:00,WDD,232.7458,3,°N
2024-02-24 04:00:00+00:00,WDD,189.824,14,°N
2024-02-24 04:00:00+00:00,WDD,119.417,20,°N
2024-02-24 04:00:00+00:00,PM10,108.571,3,μgr/m³
2024-02-24 04:00:00+00:00,SO2,40.297153,20,μgr/m³
2024-02-24 04:00:00+00:00,Temp,13.03208,3,°C
2024-02-24 04:00:00+00:00,WDS,0.684722,22,m/s
2024-02-24 04:00:00+00:00,WDD,321.144,22,°N
2024-02-24 04:00:00+00:00,WDS,0.842639,20,m/s
2024-02-24 04:00:00+00:00,PM2.5,48.43079,3,μgr/m³
2024-02-24 04:00:00+00:00,Temp,12.14056,14,°C
2024-02-24 04:00:00+00:00,SO2,0.097309,22,μgr/m³
2024-02-24 04:00:00+00:00,Temp,11.37056,22,°C
2024-02-24 04:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-24 04:00:00+00:00,SO2,0.560934,3,μgr/m³
2024-02-24 04:00:00+00:00,CO,388.953125,7,μgr/m³
2024-02-24 04:00:00+00:00,WDD,199.2625,7,°N
2024-02-24 04:00:00+00:00,PM10,30.26172,2,μgr/m³
2024-02-24 04:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-24 04:00:00+00:00,WDS,3.467198,5,m/s
2024-02-24 04:00:00+00:00,PM10,37.40484,7,μgr/m³
2024-02-24 04:00:00+00:00,RAIN,0.0,14,mm
2024-02-24 04:00:00+00:00,PM10,88.55336,20,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,66.78237,8,μgr/m³
2024-02-24 04:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 04:00:00+00:00,WDD,108.7552,5,°N
2024-02-24 04:00:00+00:00,RAIN,0.0,7,mm
2024-02-24 03:00:00+00:00,SO2,6.827993,5,μgr/m³
2024-02-24 03:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-24 03:00:00+00:00,Temp,11.88403,22,°C
2024-02-24 03:00:00+00:00,SO2,41.006691,20,μgr/m³
2024-02-24 03:00:00+00:00,NO2,46.944992,22,μgr/m³
2024-02-24 03:00:00+00:00,PM2.5,36.04634,7,μgr/m³
2024-02-24 03:00:00+00:00,Temp,12.13069,14,°C
2024-02-24 03:00:00+00:00,NOX,31.79628,3,μgr/m³
2024-02-24 03:00:00+00:00,RAIN,0.0,7,mm
2024-02-24 03:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-24 03:00:00+00:00,NO,6.68208,3,μgr/m³
2024-02-24 03:00:00+00:00,SO2,0.577985,3,μgr/m³
2024-02-24 03:00:00+00:00,Temp,13.33333,3,°C
2024-02-24 03:00:00+00:00,RAIN,0.0,22,mm
2024-02-24 03:00:00+00:00,NO2,34.685474,8,μgr/m³
2024-02-24 03:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-24 03:00:00+00:00,CO,506.212494,22,μgr/m³
2024-02-24 03:00:00+00:00,PM10,101.0652,20,μgr/m³
2024-02-24 03:00:00+00:00,NO2,49.530422,3,μgr/m³
2024-02-24 03:00:00+00:00,WDD,223.35,3,°N
2024-02-24 03:00:00+00:00,CO,382.165466,7,μgr/m³
2024-02-24 03:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 03:00:00+00:00,CO,654.797729,3,μgr/m³
2024-02-24 03:00:00+00:00,RAIN,0.0,20,mm
2024-02-24 03:00:00+00:00,RAIN,0.0,14,mm
2024-02-24 03:00:00+00:00,NOX,46.32015,22,μgr/m³
2024-02-24 03:00:00+00:00,NO,26.174364,22,μgr/m³
2024-02-24 03:00:00+00:00,WDS,0.836667,22,m/s
2024-02-24 03:00:00+00:00,WDD,245.5494,7,°N
2024-02-24 03:00:00+00:00,CO,100.397705,5,μgr/m³
2024-02-24 03:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-24 03:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-24 03:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 03:00:00+00:00,WDD,102.9381,20,°N
2024-02-24 03:00:00+00:00,PM2.5,47.79165,8,μgr/m³
2024-02-24 03:00:00+00:00,SO2,1.215261,2,μgr/m³
2024-02-24 03:00:00+00:00,WDD,335.0795,22,°N
2024-02-24 03:00:00+00:00,PM2.5,80.35208,20,μgr/m³
2024-02-24 03:00:00+00:00,WDS,3.674444,2,m/s
2024-02-24 03:00:00+00:00,RAIN,0.0,5,mm
2024-02-24 03:00:00+00:00,WDS,0.595278,14,m/s
2024-02-24 03:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-24 03:00:00+00:00,WDS,0.95375,7,m/s
2024-02-24 03:00:00+00:00,PM10,82.90877,3,μgr/m³
2024-02-24 03:00:00+00:00,WDD,173.9356,14,°N
2024-02-24 03:00:00+00:00,RAIN,0.0,2,mm
2024-02-24 03:00:00+00:00,NO,19.918749,8,μgr/m³
2024-02-24 03:00:00+00:00,WDS,0.979167,3,m/s
2024-02-24 03:00:00+00:00,WDD,274.5861,2,°N
2024-02-24 03:00:00+00:00,WDS,2.663875,5,m/s
2024-02-24 03:00:00+00:00,PM10,43.68634,7,μgr/m³
2024-02-24 03:00:00+00:00,PM2.5,23.28363,14,μgr/m³
2024-02-24 03:00:00+00:00,PM10,42.13618,14,μgr/m³
2024-02-24 03:00:00+00:00,WDS,0.849722,20,m/s
2024-02-24 03:00:00+00:00,PM2.5,43.70024,3,μgr/m³
2024-02-24 03:00:00+00:00,PM2.5,33.04307,22,μgr/m³
2024-02-24 03:00:00+00:00,WDD,108.5502,5,°N
2024-02-24 03:00:00+00:00,PM2.5,26.40428,2,μgr/m³
2024-02-24 03:00:00+00:00,PM10,30.17676,2,μgr/m³
2024-02-24 02:00:00+00:00,WDS,0.755556,14,m/s
2024-02-24 02:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-24 02:00:00+00:00,NO2,50.479336,3,μgr/m³
2024-02-24 02:00:00+00:00,NO2,32.639412,8,μgr/m³
2024-02-24 02:00:00+00:00,PM10,37.49628,7,μgr/m³
2024-02-24 02:00:00+00:00,PM2.5,31.56397,2,μgr/m³
2024-02-24 02:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-24 02:00:00+00:00,WDS,0.861111,7,m/s
2024-02-24 02:00:00+00:00,PM10,63.68166,3,μgr/m³
2024-02-24 02:00:00+00:00,PM2.5,36.54647,3,μgr/m³
2024-02-24 02:00:00+00:00,WDD,104.2743,5,°N
2024-02-24 02:00:00+00:00,WDS,2.537188,5,m/s
2024-02-24 02:00:00+00:00,WDS,1.224167,3,m/s
2024-02-24 02:00:00+00:00,WDS,0.56375,20,m/s
2024-02-24 02:00:00+00:00,PM2.5,46.51109,7,μgr/m³
2024-02-24 02:00:00+00:00,CO,707.286743,3,μgr/m³
2024-02-24 02:00:00+00:00,RAIN,0.0,22,mm
2024-02-24 02:00:00+00:00,WDS,0.678194,22,m/s
2024-02-24 02:00:00+00:00,WDS,4.155,2,m/s
2024-02-24 02:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 02:00:00+00:00,NO,6.563928,3,μgr/m³
2024-02-24 02:00:00+00:00,PM2.5,75.34028,20,μgr/m³
2024-02-24 02:00:00+00:00,WDD,207.0732,7,°N
2024-02-24 02:00:00+00:00,NO,16.677351,8,μgr/m³
2024-02-24 02:00:00+00:00,NO,27.219946,22,μgr/m³
2024-02-24 02:00:00+00:00,NOX,32.20464,3,μgr/m³
2024-02-24 02:00:00+00:00,WDD,279.0542,2,°N
2024-02-24 02:00:00+00:00,Temp,13.51667,3,°C
2024-02-24 02:00:00+00:00,RAIN,0.0,2,mm
2024-02-24 02:00:00+00:00,WDD,100.0916,20,°N
2024-02-24 02:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 02:00:00+00:00,RAIN,0.0,7,mm
2024-02-24 02:00:00+00:00,Temp,12.6075,14,°C
2024-02-24 02:00:00+00:00,NO2,50.446415,22,μgr/m³
2024-02-24 02:00:00+00:00,PM2.5,56.16853,8,μgr/m³
2024-02-24 02:00:00+00:00,CO,553.271729,22,μgr/m³
2024-02-24 02:00:00+00:00,Temp,12.47708,22,°C
2024-02-24 02:00:00+00:00,CO,347.549255,7,μgr/m³
2024-02-24 02:00:00+00:00,CO,151.087143,5,μgr/m³
2024-02-24 02:00:00+00:00,NOX,49.03544,22,μgr/m³
2024-02-24 02:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-24 02:00:00+00:00,SO2,39.095074,20,μgr/m³
2024-02-24 02:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-24 02:00:00+00:00,PM10,54.99741,14,μgr/m³
2024-02-24 02:00:00+00:00,PM2.5,26.78722,14,μgr/m³
2024-02-24 02:00:00+00:00,SO2,6.42098,5,μgr/m³
2024-02-24 02:00:00+00:00,PM2.5,39.74464,22,μgr/m³
2024-02-24 02:00:00+00:00,WDD,142.4472,3,°N
2024-02-24 02:00:00+00:00,SO2,1.109056,2,μgr/m³
2024-02-24 02:00:00+00:00,SO2,1.085329,3,μgr/m³
2024-02-24 02:00:00+00:00,PM10,36.43292,2,μgr/m³
2024-02-24 02:00:00+00:00,PM10,86.08607,20,μgr/m³
2024-02-24 02:00:00+00:00,WDD,181.4408,14,°N
2024-02-24 02:00:00+00:00,WDD,199.7723,22,°N
2024-02-24 02:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-24 02:00:00+00:00,RAIN,0.0,14,mm
2024-02-24 02:00:00+00:00,RAIN,0.0,5,mm
2024-02-24 02:00:00+00:00,RAIN,0.0,20,mm
2024-02-24 02:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-24 01:00:00+00:00,NO2,48.016987,3,μgr/m³
2024-02-24 01:00:00+00:00,PM2.5,26.46725,2,μgr/m³
2024-02-24 01:00:00+00:00,NO2,20.381287,8,μgr/m³
2024-02-24 01:00:00+00:00,WDS,0.71,22,m/s
2024-02-24 01:00:00+00:00,PM2.5,31.30516,14,μgr/m³
2024-02-24 01:00:00+00:00,CO,815.336121,3,μgr/m³
2024-02-24 01:00:00+00:00,WDS,1.251528,14,m/s
2024-02-24 01:00:00+00:00,CO,498.249237,22,μgr/m³
2024-02-24 01:00:00+00:00,NO2,52.418179,22,μgr/m³
2024-02-24 01:00:00+00:00,CO,382.434357,7,μgr/m³
2024-02-24 01:00:00+00:00,SO2,2.200055,2,μgr/m³
2024-02-24 01:00:00+00:00,NO,16.740932,22,μgr/m³
2024-02-24 01:00:00+00:00,PM2.5,23.38106,22,μgr/m³
2024-02-24 01:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-24 01:00:00+00:00,WDS,2.674552,5,m/s
2024-02-24 01:00:00+00:00,WDS,4.799028,2,m/s
2024-02-24 01:00:00+00:00,SO2,34.876747,20,μgr/m³
2024-02-24 01:00:00+00:00,NO,5.836545,3,μgr/m³
2024-02-24 01:00:00+00:00,NOX,41.53692,22,μgr/m³
2024-02-24 01:00:00+00:00,NOX,30.31627,3,μgr/m³
2024-02-24 01:00:00+00:00,SO2,5.719615,5,μgr/m³
2024-02-24 01:00:00+00:00,WDS,1.554444,3,m/s
2024-02-24 01:00:00+00:00,SO2,2.358331,3,μgr/m³
2024-02-24 01:00:00+00:00,WDS,0.634028,20,m/s
2024-02-24 01:00:00+00:00,RAIN,0.0,14,mm
2024-02-24 01:00:00+00:00,RAIN,0.0,22,mm
2024-02-24 01:00:00+00:00,WDD,288.9417,2,°N
2024-02-24 01:00:00+00:00,PM10,52.03452,7,μgr/m³
2024-02-24 01:00:00+00:00,PM2.5,45.85576,7,μgr/m³
2024-02-24 01:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 01:00:00+00:00,WDD,277.422,22,°N
2024-02-24 01:00:00+00:00,PM2.5,87.30533,8,μgr/m³
2024-02-24 01:00:00+00:00,WDD,93.83554,20,°N
2024-02-24 01:00:00+00:00,RAIN,0.0,7,mm
2024-02-24 01:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 01:00:00+00:00,RAIN,0.0,2,mm
2024-02-24 01:00:00+00:00,PM10,36.19107,2,μgr/m³
2024-02-24 01:00:00+00:00,PM2.5,46.96185,20,μgr/m³
2024-02-24 01:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-24 01:00:00+00:00,WDD,197.6083,3,°N
2024-02-24 01:00:00+00:00,WDS,0.790139,7,m/s
2024-02-24 01:00:00+00:00,WDD,131.2813,5,°N
2024-02-24 01:00:00+00:00,WDD,202.0731,7,°N
2024-02-24 01:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-24 01:00:00+00:00,CO,203.297409,5,μgr/m³
2024-02-24 01:00:00+00:00,WDD,178.6828,14,°N
2024-02-24 01:00:00+00:00,PM2.5,48.47886,3,μgr/m³
2024-02-24 01:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-24 01:00:00+00:00,Temp,13.12875,22,°C
2024-02-24 01:00:00+00:00,NO,12.23321,8,μgr/m³
2024-02-24 01:00:00+00:00,Temp,12.55431,14,°C
2024-02-24 01:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-24 01:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-24 01:00:00+00:00,Temp,13.87292,3,°C
2024-02-24 01:00:00+00:00,RAIN,0.0,20,mm
2024-02-24 01:00:00+00:00,PM10,103.2706,3,μgr/m³
2024-02-24 01:00:00+00:00,PM10,57.9357,14,μgr/m³
2024-02-24 01:00:00+00:00,PM10,81.56472,20,μgr/m³
2024-02-24 01:00:00+00:00,RAIN,0.0,5,mm
2024-02-24 00:00:00+00:00,WDS,1.597222,14,m/s
2024-02-24 00:00:00+00:00,CO,357.366577,5,μgr/m³
2024-02-24 00:00:00+00:00,CO,540.274963,22,μgr/m³
2024-02-24 00:00:00+00:00,NO,2.986945,3,μgr/m³
2024-02-24 00:00:00+00:00,NO2,30.603148,8,μgr/m³
2024-02-24 00:00:00+00:00,WDS,0.5375,22,m/s
2024-02-24 00:00:00+00:00,RAIN,0.0,22,mm
2024-02-24 00:00:00+00:00,PM10,82.92497,20,μgr/m³
2024-02-24 00:00:00+00:00,PM10,64.24422,14,μgr/m³
2024-02-24 00:00:00+00:00,WDD,181.4767,14,°N
2024-02-24 00:00:00+00:00,PM2.5,22.74912,14,μgr/m³
2024-02-24 00:00:00+00:00,PM2.5,28.51501,2,μgr/m³
2024-02-24 00:00:00+00:00,NOX,28.74741,3,μgr/m³
2024-02-24 00:00:00+00:00,NO2,49.464832,3,μgr/m³
2024-02-24 00:00:00+00:00,NO,13.693292,8,μgr/m³
2024-02-24 00:00:00+00:00,SO2,1.572934,14,μgr/m³
2024-02-24 00:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-24 00:00:00+00:00,Temp,12.95,14,°C
2024-02-24 00:00:00+00:00,SO2,2.751572,3,μgr/m³
2024-02-24 00:00:00+00:00,WDS,1.224167,3,m/s
2024-02-24 00:00:00+00:00,WDS,0.803889,7,m/s
2024-02-24 00:00:00+00:00,NO2,36.068195,22,μgr/m³
2024-02-24 00:00:00+00:00,Temp,13.97458,22,°C
2024-02-24 00:00:00+00:00,SO2,0.588321,7,μgr/m³
2024-02-24 00:00:00+00:00,WDD,104.4458,20,°N
2024-02-24 00:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-24 00:00:00+00:00,WDS,0.630972,20,m/s
2024-02-24 00:00:00+00:00,WDD,57.17333,7,°N
2024-02-24 00:00:00+00:00,CO,384.50412,7,μgr/m³
2024-02-24 00:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-24 00:00:00+00:00,Temp,14.36125,3,°C
2024-02-24 00:00:00+00:00,SO2,0.818572,2,μgr/m³
2024-02-24 00:00:00+00:00,PM10,57.28192,7,μgr/m³
2024-02-24 00:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-24 00:00:00+00:00,PM10,187.7311,3,μgr/m³
2024-02-24 00:00:00+00:00,SO2,33.377438,20,μgr/m³
2024-02-24 00:00:00+00:00,PM2.5,76.02811,3,μgr/m³
2024-02-24 00:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-24 00:00:00+00:00,WDD,219.4222,3,°N
2024-02-24 00:00:00+00:00,RAIN,0.0,7,mm
2024-02-24 00:00:00+00:00,NO,5.949512,22,μgr/m³
2024-02-24 00:00:00+00:00,RAIN,0.0,2,mm
2024-02-24 00:00:00+00:00,WDD,79.39847,22,°N
2024-02-24 00:00:00+00:00,WDS,2.984729,5,m/s
2024-02-24 00:00:00+00:00,SO2,6.4436,5,μgr/m³
2024-02-24 00:00:00+00:00,RAIN,0.0,3,mm
2024-02-24 00:00:00+00:00,RAIN,0.0,20,mm
2024-02-24 00:00:00+00:00,WDS,3.867778,2,m/s
2024-02-24 00:00:00+00:00,CO,698.222046,3,μgr/m³
2024-02-24 00:00:00+00:00,NOX,24.03799,22,μgr/m³
2024-02-24 00:00:00+00:00,PM2.5,41.67059,7,μgr/m³
2024-02-24 00:00:00+00:00,RAIN,0.0,14,mm
2024-02-24 00:00:00+00:00,PM2.5,16.63321,22,μgr/m³
2024-02-24 00:00:00+00:00,PM2.5,50.11689,20,μgr/m³
2024-02-24 00:00:00+00:00,RAIN,0.0,5,mm
2024-02-24 00:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-24 00:00:00+00:00,PM10,36.04475,2,μgr/m³
2024-02-24 00:00:00+00:00,PM2.5,51.53078,8,μgr/m³
2024-02-24 00:00:00+00:00,WDD,259.3208,2,°N
2024-02-24 00:00:00+00:00,WDD,118.8704,5,°N
2024-02-24 00:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-23 22:00:00+00:00,PM10,62.93062,20,μgr/m³
2024-02-23 22:00:00+00:00,NO2,38.097675,8,μgr/m³
2024-02-23 22:00:00+00:00,SO2,1.260635,2,μgr/m³
2024-02-23 22:00:00+00:00,NO2,54.33997,3,μgr/m³
2024-02-23 22:00:00+00:00,CO,407.718872,5,μgr/m³
2024-02-23 22:00:00+00:00,SO2,2.150449,14,μgr/m³
2024-02-23 22:00:00+00:00,NO2,52.751785,22,μgr/m³
2024-02-23 22:00:00+00:00,CO,686.711914,3,μgr/m³
2024-02-23 22:00:00+00:00,PM10,54.28706,14,μgr/m³
2024-02-23 22:00:00+00:00,CO,435.855225,7,μgr/m³
2024-02-23 22:00:00+00:00,Temp,14.81167,3,°C
2024-02-23 22:00:00+00:00,SO2,63.890804,20,μgr/m³
2024-02-23 22:00:00+00:00,WDD,241.0153,2,°N
2024-02-23 22:00:00+00:00,PM10,56.49612,7,μgr/m³
2024-02-23 22:00:00+00:00,NO2,0.0,7,μgr/m³
2024-02-23 22:00:00+00:00,SO2,6.847061,22,μgr/m³
2024-02-23 22:00:00+00:00,NO,0.0,7,μgr/m³
2024-02-23 22:00:00+00:00,CO,708.32428,22,μgr/m³
2024-02-23 22:00:00+00:00,NO,0.0,2,μgr/m³
2024-02-23 22:00:00+00:00,SO2,1.087479,7,μgr/m³
2024-02-23 22:00:00+00:00,NO,5.800331,22,μgr/m³
2024-02-23 22:00:00+00:00,NOX,32.79056,22,μgr/m³
2024-02-23 22:00:00+00:00,Temp,14.40917,14,°C
2024-02-23 22:00:00+00:00,NO,3.709841,3,μgr/m³
2024-02-23 22:00:00+00:00,PM10,985.0,5,μgr/m³
2024-02-23 22:00:00+00:00,WDD,109.9542,3,°N
2024-02-23 22:00:00+00:00,Temp,14.61847,22,°C
2024-02-23 22:00:00+00:00,PM2.5,13.03192,14,μgr/m³
2024-02-23 22:00:00+00:00,NO,15.249736,8,μgr/m³
2024-02-23 22:00:00+00:00,WDS,2.372917,2,m/s
2024-02-23 22:00:00+00:00,NOX,31.93021,3,μgr/m³
2024-02-23 22:00:00+00:00,PM2.5,38.73835,8,μgr/m³
2024-02-23 22:00:00+00:00,WDD,33.76888,20,°N
2024-02-23 22:00:00+00:00,SO2,7.177425,5,μgr/m³
2024-02-23 22:00:00+00:00,PM2.5,4.872141,9,μgr/m³
2024-02-23 22:00:00+00:00,PM10,32.19123,2,μgr/m³
2024-02-23 22:00:00+00:00,WDS,1.260139,3,m/s
2024-02-23 22:00:00+00:00,WDD,180.1167,14,°N
2024-02-23 22:00:00+00:00,PM10,71.4705,3,μgr/m³
2024-02-23 22:00:00+00:00,PM10,8.133151,9,μgr/m³
2024-02-23 22:00:00+00:00,WDD,88.70383,7,°N
2024-02-23 22:00:00+00:00,WDS,0.870278,22,m/s
2024-02-23 22:00:00+00:00,NOX,0.0,7,μgr/m³
2024-02-23 22:00:00+00:00,PM2.5,33.6034,22,μgr/m³
2024-02-23 22:00:00+00:00,SO2,2.844782,3,μgr/m³
2024-02-23 22:00:00+00:00,PM2.5,27.86041,2,μgr/m³
2024-02-23 22:00:00+00:00,RAIN,0.0,7,mm
2024-02-23 22:00:00+00:00,PM2.5,33.29607,20,μgr/m³
2024-02-23 22:00:00+00:00,WDD,35.53145,22,°N
2024-02-23 22:00:00+00:00,PM2.5,42.1681,7,μgr/m³
2024-02-23 22:00:00+00:00,WDS,1.263611,7,m/s
2024-02-23 22:00:00+00:00,RAIN,0.0,2,mm
2024-02-23 22:00:00+00:00,PM2.5,33.87423,3,μgr/m³
2024-02-23 22:00:00+00:00,WDD,113.8599,5,°N
2024-02-23 22:00:00+00:00,RAIN,0.0,3,mm
2024-02-23 22:00:00+00:00,WDS,2.340021,5,m/s
2024-02-23 22:00:00+00:00,WDS,1.18125,20,m/s
