IDEstación,IDEmpresa,DistanciaKm,Variable,Incidencia
4,171,66.603049,PM10,0.000341
4,171,66.603049,PM2.5,0.051035
4,171,66.603049,SO2,0.000023
4,172,17.805809,CO,0.001018
4,172,17.805809,PM10,0.462242
4,172,17.805809,PM2.5,0.670802
4,172,17.805809,SO2,0.252658
4,173,9.324576,CO,0.097613
4,173,9.324576,PM10,0.573559
4,173,9.324576,PM2.5,0.635229
4,173,9.324576,SO2,0.677760
4,174,58.904112,CO,0.000000
4,174,58.904112,PM10,0.001977
4,174,58.904112,PM2.5,0.116397
4,174,58.904112,SO2,0.000319
4,175,19.129864,CO,0.000324
4,175,19.129864,PM10,0.353950
4,175,19.129864,PM2.5,0.544019
4,175,19.129864,SO2,0.187224
4,176,10.238915,CO,0.079177
4,176,10.238915,PM10,0.667297
4,176,10.238915,PM2.5,0.754737
4,176,10.238915,SO2,0.563328
4,177,5.402939,CO,0.272680
4,177,5.402939,PM10,0.633833
4,177,5.402939,PM2.5,0.655942
4,177,5.402939,SO2,0.395702
4,178,81.051744,CO,0.000000
4,178,81.051744,PM10,0.000009
4,178,81.051744,PM2.5,0.020800
4,178,81.051744,SO2,0.000000
4,180,30.893573,CO,0.000000
4,180,30.893573,PM10,0.080988
4,180,30.893573,PM2.5,0.209234
4,180,30.893573,SO2,0.037309
4,181,1.997346,CO,0.328289
4,181,1.997346,PM10,0.441387
4,181,1.997346,PM2.5,0.443461
4,181,1.997346,SO2,0.286339
4,183,11.201567,CO,0.003614
4,183,11.201567,PM10,0.697547
4,183,11.201567,PM2.5,0.642503
4,183,11.201567,SO2,0.084074
4,184,38.754018,CO,0.000000
4,184,38.754018,PM10,0.059514
4,184,38.754018,PM2.5,0.318374
4,184,38.754018,SO2,0.016579
4,186,83.785800,CO,0.000000
4,186,83.785800,PM10,0.000005
4,186,83.785800,PM2.5,0.017992
4,186,83.785800,SO2,0.000000
4,188,48.366990,CO,0.000000
4,188,48.366990,PM10,0.016304
4,188,48.366990,PM2.5,0.242336
4,188,48.366990,SO2,0.002087
4,189,95.269420,CO,0.000000
4,189,95.269420,PM10,0.000000
4,189,95.269420,PM2.5,0.005167
4,189,95.269420,SO2,0.000000
4,192,82.954227,CO,0.000000
4,192,82.954227,PM10,0.000005
4,192,82.954227,PM2.5,0.017490
4,192,82.954227,SO2,0.000000
4,193,66.723632,CO,0.000000
4,193,66.723632,PM10,0.000361
4,193,66.723632,PM2.5,0.067441
4,193,66.723632,SO2,0.000036
4,194,67.561828,CO,0.000000
4,194,67.561828,PM10,0.000297
4,194,67.561828,PM2.5,0.063353
4,194,67.561828,SO2,0.000028
4,195,67.576062,CO,0.000000
4,195,67.576062,PM10,0.000296
4,195,67.576062,PM2.5,0.063285
4,195,67.576062,SO2,0.000028
4,196,79.031374,CO,0.000000
4,196,79.031374,PM10,0.000016
4,196,79.031374,PM2.5,0.024894
4,196,79.031374,SO2,0.000001
4,197,79.034980,CO,0.000000
4,197,79.034980,PM10,0.000016
4,197,79.034980,PM2.5,0.024886
4,197,79.034980,SO2,0.000001
4,198,95.269420,CO,0.000000
4,198,95.269420,PM10,0.000000
4,198,95.269420,PM2.5,0.005167
4,198,95.269420,SO2,0.000000
4,200,85.666876,CO,0.000000
4,200,85.666876,PM10,0.000002
4,200,85.666876,PM2.5,0.013565
4,200,85.666876,SO2,0.000000
4,202,65.798844,CO,0.000000
4,202,65.798844,PM10,0.000447
4,202,65.798844,PM2.5,0.072193
4,202,65.798844,SO2,0.000047
4,203,28.378942,CO,0.000000
4,203,28.378942,PM10,0.182042
4,203,28.378942,PM2.5,0.383563
4,203,28.378942,SO2,0.107629
4,204,66.015180,CO,0.000000
4,204,66.015180,PM10,0.000425
4,204,66.015180,PM2.5,0.071058
4,204,66.015180,SO2,0.000044
4,205,66.452006,CO,0.000000
4,205,66.452006,PM10,0.000278
4,205,66.452006,PM2.5,0.049696
4,205,66.452006,SO2,0.000021
4,207,2.418722,CO,0.395369
4,207,2.418722,PM10,0.571959
4,207,2.418722,PM2.5,0.575903
4,207,2.418722,SO2,0.372898
4,208,44.424145,CO,0.000000
4,208,44.424145,PM10,0.026318
4,208,44.424145,PM2.5,0.267260
4,208,44.424145,SO2,0.006366
4,209,85.683766,CO,0.000000
4,209,85.683766,PM10,0.000002
4,209,85.683766,PM2.5,0.013543
4,209,85.683766,SO2,0.000000
4,210,51.691288,CO,0.000000
4,210,51.691288,PM10,0.007860
4,210,51.691288,PM2.5,0.181304
4,210,51.691288,SO2,0.001993
4,211,85.745847,CO,0.000000
4,211,85.745847,PM10,0.000002
4,211,85.745847,PM2.5,0.013463
4,211,85.745847,SO2,0.000000
4,212,48.386637,CO,0.000000
4,212,48.386637,PM10,0.016251
4,212,48.386637,PM2.5,0.242080
4,212,48.386637,SO2,0.002323
4,213,82.378839,CO,0.000000
4,213,82.378839,PM10,0.000005
4,213,82.378839,PM2.5,0.015366
4,213,82.378839,SO2,0.000000
4,214,69.275409,CO,0.000000
4,214,69.275409,PM10,0.000215
4,214,69.275409,PM2.5,0.060250
4,214,69.275409,SO2,0.000019
4,217,59.245302,CO,0.000000
4,217,59.245302,PM10,0.001844
4,217,59.245302,PM2.5,0.113819
4,217,59.245302,SO2,0.000291
4,218,59.133437,CO,0.000000
4,218,59.133437,PM10,0.001887
4,218,59.133437,PM2.5,0.114659
4,218,59.133437,SO2,0.000300
4,219,59.182526,CO,0.000000
4,219,59.182526,PM10,0.001868
4,219,59.182526,PM2.5,0.114290
4,219,59.182526,SO2,0.000296
4,220,7.711776,CO,0.196166
4,220,7.711776,PM10,0.721780
4,220,7.711776,PM2.5,0.774000
4,220,7.711776,SO2,0.623077
4,221,96.490377,CO,0.000000
4,221,96.490377,PM10,0.000000
4,221,96.490377,PM2.5,0.003906
4,221,96.490377,SO2,0.000000
4,222,11.097128,CO,0.022716
4,222,11.097128,PM10,0.341202
4,222,11.097128,PM2.5,0.332044
4,222,11.097128,SO2,0.236629
4,223,47.669028,CO,0.000000
4,223,47.669028,PM10,0.015693
4,223,47.669028,PM2.5,0.226377
4,223,47.669028,SO2,0.004844
4,224,59.469313,CO,0.000000
4,224,59.469313,PM10,0.000929
4,224,59.469313,PM2.5,0.049844
4,224,59.469313,SO2,0.000120
4,225,30.626219,CO,0.000000
4,225,30.626219,PM10,0.083325
4,225,30.626219,PM2.5,0.211154
4,225,30.626219,SO2,0.038698
4,226,61.262442,CO,0.000000
4,226,61.262442,PM10,0.000639
4,226,61.262442,PM2.5,0.044196
4,226,61.262442,SO2,0.000074
4,227,83.621456,CO,0.000000
4,227,83.621456,PM10,0.000002
4,227,83.621456,PM2.5,0.007308
4,227,83.621456,SO2,0.000000
4,228,94.051067,CO,0.000000
4,228,94.051067,PM10,0.000000
4,228,94.051067,PM2.5,0.002610
4,228,94.051067,SO2,0.000000
4,229,83.972705,CO,0.000000
4,229,83.972705,PM10,0.000002
4,229,83.972705,PM2.5,0.007073
4,229,83.972705,SO2,0.000000
4,230,19.047082,CO,0.000188
4,230,19.047082,PM10,0.225397
4,230,19.047082,PM2.5,0.290653
4,230,19.047082,SO2,0.138927
4,231,4.969194,CO,0.162738
4,231,4.969194,PM10,0.404564
4,231,4.969194,PM2.5,0.350711
4,231,4.969194,SO2,0.294499
4,232,68.482732,CO,0.000000
4,232,68.482732,PM10,0.000126
4,232,68.482732,PM2.5,0.026264
4,232,68.482732,SO2,0.000009
4,233,32.637176,CO,0.000000
4,233,32.637176,PM10,0.066863
4,233,32.637176,PM2.5,0.196746
4,233,32.637176,SO2,0.029168
4,234,98.101668,CO,0.000000
4,234,98.101668,PM10,0.000000
4,234,98.101668,PM2.5,0.001694
4,234,98.101668,SO2,0.000000
4,235,87.675011,CO,0.000000
4,235,87.675011,PM10,0.000001
4,235,87.675011,PM2.5,0.004969
4,235,87.675011,SO2,0.000000
4,236,24.247044,CO,0.000002
4,236,24.247044,PM10,0.152684
4,236,24.247044,PM2.5,0.256482
4,236,24.247044,SO2,0.084239
4,237,59.312055,CO,0.000000
4,237,59.312055,PM10,0.000960
4,237,59.312055,PM2.5,0.050364
4,237,59.312055,SO2,0.000125
4,239,22.231454,CO,0.000014
4,239,22.231454,PM10,0.179549
4,239,22.231454,PM2.5,0.270185
4,239,22.231454,SO2,0.103736
4,240,24.905463,CO,0.000001
4,240,24.905463,PM10,0.144370
4,240,24.905463,PM2.5,0.251912
4,240,24.905463,SO2,0.078394
4,241,5.343918,CO,0.150634
4,241,5.343918,PM10,0.401868
4,241,5.343918,PM2.5,0.349959
4,241,5.343918,SO2,0.291981
4,242,8.403936,CO,0.064941
4,242,8.403936,PM10,0.373658
4,242,8.403936,PM2.5,0.341875
4,242,8.403936,SO2,0.265922
4,243,75.691982,CO,0.000000
4,243,75.691982,PM10,0.000021
4,243,75.691982,PM2.5,0.014743
4,243,75.691982,SO2,0.000001
4,246,5.081490,CO,0.159106
4,246,5.081490,PM10,0.403775
4,246,5.081490,PM2.5,0.350491
4,246,5.081490,SO2,0.293762
4,247,5.259676,CO,0.153349
4,247,5.259676,PM10,0.402490
4,247,5.259676,PM2.5,0.350133
4,247,5.259676,SO2,0.292561
4,248,28.784050,CO,0.000000
4,248,28.784050,PM10,0.100696
4,248,28.784050,PM2.5,0.224391
4,248,28.784050,SO2,0.049353
4,249,10.171991,CO,0.033670
4,249,10.171991,PM10,0.353018
4,249,10.171991,PM2.5,0.335693
4,249,10.171991,SO2,0.247205
4,250,28.683874,CO,0.000000
4,250,28.683874,PM10,0.101704
4,250,28.683874,PM2.5,0.225110
4,250,28.683874,SO2,0.049988
4,251,29.331684,CO,0.000000
4,251,29.331684,PM10,0.095301
4,251,29.331684,PM2.5,0.220459
4,251,29.331684,SO2,0.045983
4,252,43.893713,CO,0.000000
4,252,43.893713,PM10,0.015063
4,252,43.893713,PM2.5,0.121914
4,252,43.893713,SO2,0.004300
4,253,5.630515,CO,0.141450
4,253,5.630515,PM10,0.399687
4,253,5.630515,PM2.5,0.349348
4,253,5.630515,SO2,0.289947
4,254,62.449836,CO,0.000000
4,254,62.449836,PM10,0.000496
4,254,62.449836,PM2.5,0.040732
4,254,62.449836,SO2,0.000054
4,255,96.206957,CO,0.000000
4,255,96.206957,PM10,0.000000
4,255,96.206957,PM2.5,0.002078
4,255,96.206957,SO2,0.000000
4,256,18.282715,CO,0.000333
4,256,18.282715,PM10,0.236804
4,256,18.282715,PM2.5,0.295297
4,256,18.282715,SO2,0.148021
4,257,11.497303,CO,0.018958
4,257,11.497303,PM10,0.335907
4,257,11.497303,PM2.5,0.330380
4,257,11.497303,SO2,0.231922
4,258,7.990878,CO,0.074360
4,258,7.990878,PM10,0.378062
4,258,7.990878,PM2.5,0.343163
4,258,7.990878,SO2,0.269954
4,259,3.865019,CO,0.197795
4,259,3.865019,PM10,0.411450
4,259,3.865019,PM2.5,0.352617
4,259,3.865019,SO2,0.300953
4,260,2.562617,CO,0.233845
4,260,2.562617,PM10,0.417452
4,260,2.562617,PM2.5,0.354261
4,260,2.562617,SO2,0.306604
4,261,18.089987,CO,0.000383
4,261,18.089987,PM10,0.239693
4,261,18.089987,PM2.5,0.296450
4,261,18.089987,SO2,0.150345
4,262,17.857279,CO,0.000453
4,262,17.857279,PM10,0.243187
4,262,17.857279,PM2.5,0.297831
4,262,17.857279,SO2,0.153166
4,263,11.657932,CO,0.017599
4,263,11.657932,PM10,0.333752
4,263,11.657932,PM2.5,0.329698
4,263,11.657932,SO2,0.230013
4,264,6.975763,CO,0.100763
4,264,6.975763,PM10,0.388131
4,264,6.975763,PM2.5,0.346072
4,264,6.975763,SO2,0.279224
4,265,47.712594,CO,0.000000
4,265,47.712594,PM10,0.008223
4,265,47.712594,PM2.5,0.100380
4,265,47.712594,SO2,0.001976
4,266,45.234797,CO,0.000000
4,266,45.234797,PM10,0.012249
4,266,45.234797,PM2.5,0.114081
4,266,45.234797,SO2,0.003297
4,267,40.064937,CO,0.000000
4,267,40.064937,PM10,0.026269
4,267,40.064937,PM2.5,0.145752
4,267,40.064937,SO2,0.008785
4,268,29.466543,CO,0.000000
4,268,29.466543,PM10,0.094003
4,268,29.466543,PM2.5,0.219490
4,268,29.466543,SO2,0.045180
4,269,29.588100,CO,0.000000
4,269,29.588100,PM10,0.092842
4,269,29.588100,PM2.5,0.218616
4,269,29.588100,SO2,0.044465
4,270,27.158811,CO,0.000000
4,270,27.158811,PM10,0.117849
4,270,27.158811,PM2.5,0.236017
4,270,27.158811,SO2,0.060403
4,271,8.013471,CO,0.073824
4,271,8.013471,PM10,0.377825
4,271,8.013471,PM2.5,0.343095
4,271,8.013471,SO2,0.269737
4,272,11.659645,CO,0.017585
4,272,11.659645,PM10,0.333729
4,272,11.659645,PM2.5,0.329691
4,272,11.659645,SO2,0.229992
4,273,9.267531,CO,0.047859
4,273,9.267531,PM10,0.363921
4,273,9.267531,PM2.5,0.338989
4,273,9.267531,SO2,0.257055
4,274,11.196408,CO,0.021732
4,274,11.196408,PM10,0.339898
4,274,11.196408,PM2.5,0.331636
4,274,11.196408,SO2,0.235468
4,275,11.509020,CO,0.018856
4,275,11.509020,PM10,0.335750
4,275,11.509020,PM2.5,0.330331
4,275,11.509020,SO2,0.231783
4,276,33.565482,CO,0.000000
4,276,33.565482,PM10,0.060119
4,276,33.565482,PM2.5,0.190142
4,276,33.565482,SO2,0.025445
4,277,51.174514,CO,0.000000
4,277,51.174514,PM10,0.004548
4,277,51.174514,PM2.5,0.082995
4,277,51.174514,SO2,0.000924
4,278,29.570076,CO,0.000000
4,278,29.570076,PM10,0.093014
4,278,29.570076,PM2.5,0.218746
4,278,29.570076,SO2,0.044570
4,280,24.569184,CO,0.000002
4,280,24.569184,PM10,0.148586
4,280,24.569184,PM2.5,0.254251
4,280,24.569184,SO2,0.081346
4,281,25.049766,CO,0.000001
4,281,25.049766,PM10,0.142581
4,281,25.049766,PM2.5,0.250905
4,281,25.049766,SO2,0.077148
4,282,15.137016,CO,0.002728
4,282,15.137016,PM10,0.284040
4,282,15.137016,PM2.5,0.313058
4,282,15.137016,SO2,0.186975
4,283,31.789321,CO,0.000000
4,283,31.789321,PM10,0.073491
4,283,31.789321,PM2.5,0.202808
4,283,31.789321,SO2,0.032932
4,284,96.557659,CO,0.000000
4,284,96.557659,PM10,0.000000
4,284,96.557659,PM2.5,0.002002
4,284,96.557659,SO2,0.000000
4,285,9.735625,CO,0.040059
4,285,9.735625,PM10,0.358364
4,285,9.735625,PM2.5,0.337317
4,285,9.735625,SO2,0.252024
4,286,51.102860,CO,0.000000
4,286,51.102860,PM10,0.004606
4,286,51.102860,PM2.5,0.083333
4,286,51.102860,SO2,0.000939
4,287,51.114967,CO,0.000000
4,287,51.114967,PM10,0.004596
4,287,51.114967,PM2.5,0.083276
4,287,51.114967,SO2,0.000936
4,289,77.513435,CO,0.000000
4,289,77.513435,PM10,0.000013
4,289,77.513435,PM2.5,0.012626
4,289,77.513435,SO2,0.000000
4,290,96.554161,CO,0.000000
4,290,96.554161,PM10,0.000000
4,290,96.554161,PM2.5,0.002003
4,290,96.554161,SO2,0.000000
4,291,75.533129,CO,0.000000
4,291,75.533129,PM10,0.000022
4,291,75.533129,PM2.5,0.014941
4,291,75.533129,SO2,0.000001
4,292,73.076452,CO,0.000000
4,292,73.076452,PM10,0.000041
4,292,73.076452,PM2.5,0.018300
4,292,73.076452,SO2,0.000002
4,293,95.430798,CO,0.000000
4,293,95.430798,PM10,0.000000
4,293,95.430798,PM2.5,0.002257
4,293,95.430798,SO2,0.000000
4,294,68.294307,CO,0.000000
4,294,68.294307,PM10,0.000132
4,294,68.294307,PM2.5,0.026643
4,294,68.294307,SO2,0.000010
4,295,96.506569,CO,0.000000
4,295,96.506569,PM10,0.000000
4,295,96.506569,PM2.5,0.002013
4,295,96.506569,SO2,0.000000
4,296,21.943368,CO,0.000018
4,296,21.943368,PM10,0.183546
4,296,21.943368,PM2.5,0.272102
4,296,21.943368,SO2,0.106711
4,297,26.563401,CO,0.000000
4,297,26.563401,PM10,0.124555
4,297,26.563401,PM2.5,0.240248
4,297,26.563401,SO2,0.064853
4,298,77.521915,CO,0.000000
4,298,77.521915,PM10,0.000013
4,298,77.521915,PM2.5,0.012616
4,298,77.521915,SO2,0.000000
4,299,55.114412,CO,0.000000
4,299,55.114412,PM10,0.002204
4,299,55.114412,PM2.5,0.065768
4,299,55.114412,SO2,0.000364
4,300,87.940462,CO,0.000000
4,300,87.940462,PM10,0.000001
4,300,87.940462,PM2.5,0.004842
4,300,87.940462,SO2,0.000000
4,301,55.316791,CO,0.000000
4,301,55.316791,PM10,0.002120
4,301,55.316791,PM2.5,0.064956
4,301,55.316791,SO2,0.000347
4,302,67.961870,CO,0.000000
4,302,67.961870,PM10,0.000143
4,302,67.961870,PM2.5,0.027321
4,302,67.961870,SO2,0.000011
4,303,66.732369,CO,0.000000
4,303,66.732369,PM10,0.000190
4,303,66.732369,PM2.5,0.029954
4,303,66.732369,SO2,0.000016
4,304,68.757880,CO,0.000000
4,304,68.757880,PM10,0.000118
4,304,68.757880,PM2.5,0.025719
4,304,68.757880,SO2,0.000009
4,305,18.351707,CO,0.000317
4,305,18.351707,PM10,0.235770
4,305,18.351707,PM2.5,0.294883
4,305,18.351707,SO2,0.147192
4,306,33.280594,CO,0.000000
4,306,33.280594,PM10,0.062133
4,306,33.280594,PM2.5,0.192164
4,306,33.280594,SO2,0.026544
4,307,16.536295,CO,0.001124
4,307,16.536295,PM10,0.263074
4,307,16.536295,PM2.5,0.305444
4,307,16.536295,SO2,0.169438
4,308,25.975403,CO,0.000000
4,308,25.975403,PM10,0.131393
4,308,25.975403,PM2.5,0.244407
4,308,25.975403,SO2,0.069461
4,309,90.598724,CO,0.000000
4,309,90.598724,PM10,0.000000
4,309,90.598724,PM2.5,0.003720
4,309,90.598724,SO2,0.000000
4,310,95.264292,CO,0.000000
4,310,95.264292,PM10,0.000000
4,310,95.264292,PM2.5,0.002298
4,310,95.264292,SO2,0.000000
4,311,73.120469,CO,0.000000
4,311,73.120469,PM10,0.000041
4,311,73.120469,PM2.5,0.018235
4,311,73.120469,SO2,0.000002
4,312,74.434700,CO,0.000000
4,312,74.434700,PM10,0.000029
4,312,74.434700,PM2.5,0.016373
4,312,74.434700,SO2,0.000001
4,313,73.016813,CO,0.000000
4,313,73.016813,PM10,0.000042
4,313,73.016813,PM2.5,0.018389
4,313,73.016813,SO2,0.000002
4,315,76.479000,CO,0.000000
4,315,76.479000,PM10,0.000017
4,315,76.479000,PM2.5,0.013794
4,315,76.479000,SO2,0.000001
4,316,68.156674,CO,0.000000
4,316,68.156674,PM10,0.000137
4,316,68.156674,PM2.5,0.026922
4,316,68.156674,SO2,0.000010
4,317,88.588047,CO,0.000000
4,317,88.588047,PM10,0.000001
4,317,88.588047,PM2.5,0.004544
4,317,88.588047,SO2,0.000000
4,318,88.484996,CO,0.000000
4,318,88.484996,PM10,0.000001
4,318,88.484996,PM2.5,0.004590
4,318,88.484996,SO2,0.000000
4,319,55.016563,CO,0.000000
4,319,55.016563,PM10,0.002245
4,319,55.016563,PM2.5,0.066162
4,319,55.016563,SO2,0.000373
4,320,35.408886,CO,0.000000
4,320,35.408886,PM10,0.048248
4,320,35.408886,PM2.5,0.177174
4,320,35.408886,SO2,0.019182
4,321,31.493181,CO,0.000000
4,321,31.493181,PM10,0.075912
4,321,31.493181,PM2.5,0.204930
4,321,31.493181,SO2,0.034333
4,322,26.694928,CO,0.000000
4,322,26.694928,PM10,0.123054
4,322,26.694928,PM2.5,0.239315
4,322,26.694928,SO2,0.063851
4,323,97.132980,CO,0.000000
4,323,97.132980,PM10,0.000000
4,323,97.132980,PM2.5,0.001882
4,323,97.132980,SO2,0.000000
4,325,74.572390,CO,0.000000
4,325,74.572390,PM10,0.000028
4,325,74.572390,PM2.5,0.016187
4,325,74.572390,SO2,0.000001
4,326,87.941249,CO,0.000000
4,326,87.941249,PM10,0.000001
4,326,87.941249,PM2.5,0.004841
4,326,87.941249,SO2,0.000000
4,327,58.717678,CO,0.000000
4,327,58.717678,PM10,0.001084
4,327,58.717678,PM2.5,0.052366
4,327,58.717678,SO2,0.000146
4,328,66.598855,CO,0.000000
4,328,66.598855,PM10,0.000196
4,328,66.598855,PM2.5,0.030252
4,328,66.598855,SO2,0.000016
4,329,66.428978,CO,0.000000
4,329,66.428978,PM10,0.000204
4,329,66.428978,PM2.5,0.030634
4,329,66.428978,SO2,0.000017
4,330,93.125496,CO,0.000000
4,330,93.125496,PM10,0.000000
4,330,93.125496,PM2.5,0.002874
4,330,93.125496,SO2,0.000000
4,331,43.408806,CO,0.000000
4,331,43.408806,PM10,0.016207
4,331,43.408806,PM2.5,0.124815
4,331,43.408806,SO2,0.004725
4,332,32.356773,CO,0.000000
4,332,32.356773,PM10,0.069005
4,332,32.356773,PM2.5,0.198748
4,332,32.356773,SO2,0.030374
4,333,88.632705,CO,0.000000
4,333,88.632705,PM10,0.000001
4,333,88.632705,PM2.5,0.004524
4,333,88.632705,SO2,0.000000
4,334,38.487023,CO,0.000000
4,334,38.487023,PM10,0.032551
4,334,38.487023,PM2.5,0.156142
4,334,38.487023,SO2,0.011571
4,335,35.050815,CO,0.000000
4,335,35.050815,PM10,0.050400
4,335,35.050815,PM2.5,0.179675
4,335,35.050815,SO2,0.020288
4,336,8.943990,CO,0.053845
4,336,8.943990,PM10,0.367650
4,336,8.943990,PM2.5,0.340100
4,336,8.943990,SO2,0.260443
4,337,69.975952,CO,0.000000
4,337,69.975952,PM10,0.000088
4,337,69.975952,PM2.5,0.023414
4,337,69.975952,SO2,0.000006
4,338,55.498122,CO,0.000000
4,338,55.498122,PM10,0.002048
4,338,55.498122,PM2.5,0.064235
4,338,55.498122,SO2,0.000331
4,340,51.958224,CO,0.000000
4,340,51.958224,PM10,0.003954
4,340,51.958224,PM2.5,0.079350
4,340,51.958224,SO2,0.000772
4,341,55.328449,CO,0.000000
4,341,55.328449,PM10,0.002115
4,341,55.328449,PM2.5,0.064910
4,341,55.328449,SO2,0.000346
4,342,67.780847,CO,0.000000
4,342,67.780847,PM10,0.000149
4,342,67.780847,PM2.5,0.027697
4,342,67.780847,SO2,0.000011
4,343,67.730011,CO,0.000000
4,343,67.730011,PM10,0.000151
4,343,67.730011,PM2.5,0.027803
4,343,67.730011,SO2,0.000012
4,344,44.427061,CO,0.000000
4,344,44.427061,PM10,0.013884
4,344,44.427061,PM2.5,0.118765
4,344,44.427061,SO2,0.003873
4,345,48.235889,CO,0.000000
4,345,48.235889,PM10,0.007539
4,345,48.235889,PM2.5,0.097619
4,345,48.235889,SO2,0.001768
4,346,57.962938,CO,0.000000
4,346,57.962938,PM10,0.001262
4,346,57.962938,PM2.5,0.054992
4,346,57.962938,SO2,0.000178
4,347,47.034377,CO,0.000000
4,347,47.034377,PM10,0.009190
4,347,47.034377,PM2.5,0.104028
4,347,47.034377,SO2,0.002280
4,348,0.329481,CO,0.266088
4,348,0.329481,PM10,0.422143
4,348,0.329481,PM2.5,0.355534
4,348,0.329481,SO2,0.311036
4,349,67.518391,CO,0.000000
4,349,67.518391,PM10,0.000159
4,349,67.518391,PM2.5,0.028249
4,349,67.518391,SO2,0.000012
4,350,52.026809,CO,0.000000
4,350,52.026809,PM10,0.003906
4,350,52.026809,PM2.5,0.079037
4,350,52.026809,SO2,0.000760
4,351,69.114544,CO,0.000000
4,351,69.114544,PM10,0.000109
4,351,69.114544,PM2.5,0.025025
4,351,69.114544,SO2,0.000008
4,352,12.384606,CO,0.012409
4,352,12.384606,PM10,0.323815
4,352,12.384606,PM2.5,0.326513
4,352,12.384606,SO2,0.221253
4,353,81.358568,CO,0.000000
4,353,81.358568,PM10,0.000004
4,353,81.358568,PM2.5,0.008992
4,353,81.358568,SO2,0.000000
4,354,81.435625,CO,0.000000
4,354,81.435625,PM10,0.000004
4,354,81.435625,PM2.5,0.008930
4,354,81.435625,SO2,0.000000
4,355,4.509188,CO,0.177566
4,355,4.509188,PM10,0.407628
4,355,4.509188,PM2.5,0.351562
4,355,4.509188,SO2,0.297367
4,357,76.758037,CO,0.000000
4,357,76.758037,PM10,0.000016
4,357,76.758037,PM2.5,0.013470
4,357,76.758037,SO2,0.000001
4,358,76.379356,CO,0.000000
4,358,76.379356,PM10,0.000017
4,358,76.379356,PM2.5,0.013911
4,358,76.379356,SO2,0.000001
4,359,76.380795,CO,0.000000
4,359,76.380795,PM10,0.000017
4,359,76.380795,PM2.5,0.013909
4,359,76.380795,SO2,0.000001
4,360,53.602996,CO,0.000000
4,360,53.602996,PM10,0.002928
4,360,53.602996,PM2.5,0.072054
4,360,53.602996,SO2,0.000525
4,361,0.087396,CO,0.266626
4,361,0.087396,PM10,0.422217
4,361,0.087396,PM2.5,0.355554
4,361,0.087396,SO2,0.311106
4,362,76.487295,CO,0.000000
4,362,76.487295,PM10,0.000017
4,362,76.487295,PM2.5,0.013784
4,362,76.487295,SO2,0.000001
4,363,76.468177,CO,0.000000
4,363,76.468177,PM10,0.000017
4,363,76.468177,PM2.5,0.013806
4,363,76.468177,SO2,0.000001
4,364,36.357648,CO,0.000000
4,364,36.357648,PM10,0.042886
4,364,36.357648,PM2.5,0.170597
4,364,36.357648,SO2,0.016488
4,365,75.785918,CO,0.000000
4,365,75.785918,PM10,0.000020
4,365,75.785918,PM2.5,0.014627
4,365,75.785918,SO2,0.000001
4,366,36.167167,CO,0.000000
4,366,36.167167,PM10,0.043923
4,366,36.167167,PM2.5,0.171911
4,366,36.167167,SO2,0.017002
4,367,36.477220,CO,0.000000
4,367,36.477220,PM10,0.042245
4,367,36.477220,PM2.5,0.169774
4,367,36.477220,SO2,0.016172
4,368,63.549048,CO,0.000000
4,368,63.549048,PM10,0.000390
4,368,63.549048,PM2.5,0.037716
4,368,63.549048,SO2,0.000039
4,369,36.260278,CO,0.000000
4,369,36.260278,PM10,0.043414
4,369,36.260278,PM2.5,0.171269
4,369,36.260278,SO2,0.016749
4,370,93.081575,CO,0.000000
4,370,93.081575,PM10,0.000000
4,370,93.081575,PM2.5,0.002887
4,370,93.081575,SO2,0.000000
4,371,5.871591,CO,0.133819
4,371,5.871591,PM10,0.397775
4,371,5.871591,PM2.5,0.348810
4,371,5.871591,SO2,0.288166
4,372,32.621728,CO,0.000000
4,372,32.621728,PM10,0.066980
4,372,32.621728,PM2.5,0.196856
4,372,32.621728,SO2,0.029233
4,373,83.344963,CO,0.000000
4,373,83.344963,PM10,0.000003
4,373,83.344963,PM2.5,0.007498
4,373,83.344963,SO2,0.000000
4,374,6.014322,CO,0.129355
4,374,6.014322,PM10,0.396609
4,374,6.014322,PM2.5,0.348482
4,374,6.014322,SO2,0.287082
4,375,95.612985,CO,0.000000
4,375,95.612985,PM10,0.000000
4,375,95.612985,PM2.5,0.002214
4,375,95.612985,SO2,0.000000
4,376,75.342758,CO,0.000000
4,376,75.342758,PM10,0.000023
4,376,75.342758,PM2.5,0.015181
4,376,75.342758,SO2,0.000001
4,377,43.412909,CO,0.000000
4,377,43.412909,PM10,0.016197
4,377,43.412909,PM2.5,0.124791
4,377,43.412909,SO2,0.004721
4,379,3.980441,CO,0.194245
4,379,3.980441,PM10,0.410806
4,379,3.980441,PM2.5,0.352440
4,379,3.980441,SO2,0.300348
4,380,42.609975,CO,0.000000
4,380,42.609975,PM10,0.018253
4,380,42.609975,PM2.5,0.129672
4,380,42.609975,SO2,0.005504
4,381,43.356736,CO,0.000000
4,381,43.356736,PM10,0.016334
4,381,43.356736,PM2.5,0.125129
4,381,43.356736,SO2,0.004772
4,382,4.101310,CO,0.190487
4,382,4.101310,PM10,0.410112
4,382,4.101310,PM2.5,0.352248
4,382,4.101310,SO2,0.299697
4,383,81.754661,CO,0.000000
4,383,81.754661,PM10,0.000004
