IDExpediente,Estado,Regional,Departamento,Municipio,Vereda,Class,TipoCombustible,TipoFuenteEmision,Cuenca,Latitud,Longitud
219702.0,Seguimiento y Control,Magdalena Centro,Cundinamarca,SAN JUAN DE RIOSECO,Centro Poblado Cambao,,ACPM,Caldera,Río Seco - Río Magdalena,4.901375933995789,-74.72910930382439
220334.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,,Carbón,Horno,Río Suárez,5.324352711280675,-73.71138688481753
220334.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,,Carbón,Horno,Río Suárez,5.324352711280675,-73.71138688481753
221308.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,La Ramada,,Carbón,Horno,Río Suárez,5.322074072592789,-73.71160475103049
223364.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Rabanal,,Carbón,Horno,Río Suárez,5.342877295476011,-73.70479893802133
224442.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,Siete Trojes,,Gas,Horno,Río Bogotá,4.718446115323723,-74.23096251271922
226506.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Carbón,Horno,Río Bogotá,4.549327252662023,-74.20745154059891
226506.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Carbón,Horno,Río Bogotá,4.549327252662023,-74.20745154059891
226506.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Carbón,Horno,Río Bogotá,4.549327252662023,-74.20745154059891
226592.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,ACPM,Secadores,Río Bogotá,4.525045864719102,-74.14639740542519
226674.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Casa Blanca,,Carbón,molino,Río Bogotá,5.122663890887295,-73.907961177625
228146.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,SIBERIA,,Otros,Horno,Río Bogotá,4.743980426788356,-74.13277168008962
229140.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,ACPM,Secadores,Río Bogotá,4.52746940611893,-74.14655983395548
229254.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,EL OLIVO,,Carbón,Horno,Río Bogotá,5.067493903404046,-73.95192101977662
234474.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,SIBERIA,,Otros,Secadores,Río Bogotá,4.757888426399601,-74.13566628255914
236124.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,Carbón,Horno,Río Bogotá,4.516545132678234,-74.14842406462392
236626.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Otros,Secadores,Río Bogotá,4.549327252662023,-74.20745154059891
237320.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,Río Suárez,5.220712393214728,-73.81738069600944
237546.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Santuario,,Carbón,Horno,Río Suárez,5.367661724854596,-73.68765968240605
239650.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,ALTAMAR,,(sin definir),(sin definir),Río Bogotá,4.730325004988502,-73.95057780141846
240512.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Cazuca,,Gas,Secadores,Río Bogotá,4.585336568654857,-74.20904409471083
242468.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Santuario,,(sin definir),(sin definir),Río Suárez,5.368512628332108,-73.68905759236137
246026.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,San José,,NoAplica,molino buhler,Río Bogotá,4.696014871207774,-74.20857787225968
247634.0,Seguimiento y Control,Sumapaz,Cundinamarca,FUSAGASUGA,Cucharal,,Otros,Planta de Asfalto,Río Sumapaz,4.328762800946419,-74.41884479172194
249390.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,Río Suárez,5.444633640351026,-73.60050816910078
249462.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Aposentos,,NoAplica,Horno,Río Suárez,5.227279655231649,-73.78144106251762
250486.0,Seguimiento y Control,Chiquinquira,Boyacá,CHIQUINQUIRA,Sucre Oriental,,Otros,Secadores,Río Suárez,5.558346040461315,-73.82330194303466
251256.0,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,Canavita,,NoAplica,Horno,Río Bogotá,4.948368027349582,-73.93848209506716
251262.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Pueblo Viejo,,Carbón,Horno,(sin definir),12.486339051750814,-39.980202101042096
251522.0,Seguimiento y Control,Ubate,Cundinamarca,SIMIJACA,Centro,,Carbón,Horno,Río Suárez,5.512951489781183,-73.84572926117762
252170.0,Seguimiento y Control,Ubate,Cundinamarca,SIMIJACA,Hato Chico,,Leña,Horno,(sin definir),12.649001376707186,-40.068676757927456
252754.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,Río Suárez,5.233765376122582,-73.8058562407743
253304.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.122310435827001,-73.90503914988963
253700.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.131588829580173,-73.90633539971547
253700.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.131579709262431,-73.90604679345861
253916.0,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,Peñas de Cajón,,Mezcla,Horno,Río Suárez,5.213668439470928,-73.84138618837785
253916.0,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,Peñas de Cajón,,Mezcla,Horno,Río Suárez,5.213541730894566,-73.84109759104514
253924.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Peñas,,Carbón,Horno,(sin definir),12.494483215224372,-39.961927994997
253926.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Peñas,,Carbón,Horno,Río Suárez,5.389132226919711,-73.66500843821844
253958.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Hulla,Horno,(sin definir),12.399667659923882,-40.07735792030298
253958.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Hulla,Horno,(sin definir),12.399667659923882,-40.07735792030298
254206.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.11407293807444,-73.90733212518127
254360.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MADRID,La Cuesta,,ACPM,PLANTA TRITURADORA ,Río Bogotá,4.851403178634114,-74.19943889069901
254602.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.114741361860678,-73.90451808765988
254614.0,En Trámite,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Gas,Horno,Río Bogotá,5.120701371343946,-73.90719509076919
255944.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,Río Suárez,5.443367531678636,-73.60031967843835
259752.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,AREA URBANA,,Gas,Horno,(sin definir),11.909820192451479,-40.484171511604714
260370.0,Seguimiento y Control,Sabana Centro,Cundinamarca,CAJICA,Chuntame Alto,,Otros,Horno,Río Bogotá,4.953109118758864,-74.01450894895697
262148.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,(sin definir),12.392064710900724,-40.088128800437744
265866.0,En Trámite,Sabana Centro,Cundinamarca,ZIPAQUIRA,CASCO URBANO,,Carbón,Caldera,Río Bogotá,5.022983920924119,-74.00971397007675
268628.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,(sin definir),12.392169363300315,-40.084093932589056
269526.0,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,Verganzo,,NoAplica,Caldera,Río Bogotá,4.963030855079891,-73.95977650306315
269960.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Chimenea 1,Río Suárez,5.228566356333745,-73.80727467545057
271904.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Cerro Verde,,Carbón,Batería de producción de coque,Río Bogotá,5.135243972568703,-73.88117122864963
272546.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,(sin definir),12.532648630538466,-39.91823591503857
272546.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,(sin definir),12.532413312508515,-39.91861311187053
273724.0,En Trámite,Sabana Centro,Cundinamarca,COGUA,Neusa,,Carbón,Horno,Río Bogotá,5.073019945414556,-73.95605931663142
273724.0,En Trámite,Sabana Centro,Cundinamarca,COGUA,Neusa,,Carbón,Horno,Río Bogotá,5.07248663313253,-73.95724982090229
273724.0,En Trámite,Sabana Centro,Cundinamarca,COGUA,Neusa,,Carbón,Horno,Río Bogotá,5.072983997871496,-73.95725874707476
274218.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Carbón,Horno,(sin definir),11.875791834078868,-40.499477931414525
277246.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,La Ramada,,NoAplica,NoAplica (área de operación),Río Suárez,5.320792253355371,-73.71541261856255
281510.0,En Trámite,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,(sin definir),(sin definir),(sin definir),11.835708958384386,-40.45972948803284
281730.0,En Trámite,Sabana Centro,Cundinamarca,TOCANCIPA,Tibitó,,Carbón,Caldera,Río Bogotá,4.957605672455215,-73.96328493791145
84550.0,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,Mortiño,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.066568931747036,-73.93922367036498
94206.0,Sancionatorio,Sabana Centro,Cundinamarca,TENJO,Churuguaco,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.866675715457455,-74.14239201606195
96416.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Oratorio,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.075065212873094,-73.92123948691632
96946.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,Casco Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.138454859403585,-73.67173935679345
109564.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,Soatama,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Machetá,5.13766333750456,-73.54254491791754
110204.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,Fuchatoque,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),(sin definir),86.08715945397307,-68.10794785375118
144976.0,Sancionatorio,Sabana Centro,Cundinamarca,COTA,Vuelta Grande,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.76060036023827,-74.14634814428524
149104.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,QUIBA ALTA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.558719743580678,-74.17034405643113
150604.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Pajarito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.140893962021765,-73.90618861109839
151912.0,Sancionatorio,Sabana Centro,Cundinamarca,CHIA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.858937849536002,-74.06337187008603
152014.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,Chasques,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.243819181812527,-73.5933389849135
152140.0,Sancionatorio,Rionegro,Cundinamarca,LA PALMA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.359883285616657,-74.39175444784289
152218.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CHORRILLOS,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.792679193239126,-74.0997556073905
153862.0,Sancionatorio,Rionegro,Cundinamarca,PACHO,KENNEDY,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.128513738288823,-74.16003190661208
153862.0,Sancionatorio,Rionegro,Cundinamarca,PACHO,KENNEDY,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.128513738288823,-74.16003190661208
156148.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CHORRILLOS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.777043371309548,-74.10911190037291
156796.0,Sancionatorio,Tequendama,Cundinamarca,TENA,INSPECCION LA GRAN VIA,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.6487422901155,-74.41316242641665
158534.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Santa Ana,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.566341393818399,-74.23247062806013
158568.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,Chusaca,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.542437009581842,-74.24797384432563
158672.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.298845009980081,-74.8088832640906
159404.0,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,CASCO URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.627317486398075,-73.80856837864569
159408.0,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,CASCO URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.627317486398075,-73.80856837864569
160008.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,DUCALES,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.571875537004082,-74.23350815057302
160186.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Fusunga,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.550584295557992,-74.2071634028477
161340.0,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,Centro la Toma,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.72022667747147,-73.96673183066753
161754.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE FONTIBON,PUENTE GRANDE,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.679284000964967,-74.15624540339164
162044.0,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.720172578073919,-73.9677323379922
162270.0,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.706117374037105,-73.95411541814988
163482.0,Sancionatorio,Gualiva,Cundinamarca,ALBAN,La María,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Negro,4.917265304913495,-74.42520328263082
163736.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.579614351782139,-74.24270175690222
164052.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Astorga,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.058051342260439,-73.87398027702358
164448.0,Sancionatorio,Ubate,Cundinamarca,GUACHETA,Punta Grande,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.342191203763201,-73.75473565633806
165068.0,Sancionatorio,Sabana Occidente,Cundinamarca,MADRID,Santa Cruz,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.748679900247107,-74.25650541046015
166650.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.5039119265132,-74.14799933247245
166794.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE KENNEDY,TINTALITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.655157357482492,-74.15344878460306
168210.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.569148011009392,-74.21657481726287
168226.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.573909508970414,-74.18895505976167
168392.0,Sancionatorio,Sabana Centro,Cundinamarca,COTA,SIBERIA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.751213784706429,-74.14508526423714
168490.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.459494709986158,-74.11022412945748
168616.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.50224798133018,-74.14809829074211
168956.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.537088177465246,-74.17372048353121
169248.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Río Grande,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.978907266921981,-73.99993512045668
169516.0,Sancionatorio,Sabana Centro,Cundinamarca,SOPO,Pueblo Viejo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.923032165458978,-73.95161491118245
169584.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,RIO FRIO-LA FLORIDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.921107711801773,-74.03835972120199
170230.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Tierra Negra,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.378754932535756,-74.34660495109256
170540.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Tierra Negra,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.379052510114605,-74.34893843458083
170548.0,Sancionatorio,Sumapaz,Cundinamarca,SILVANIA,Azafranal,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.439076346507298,-74.3822697689574
170618.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE KENNEDY,TINTALITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.654614891880992,-74.15233115523553
170806.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE FONTIBON,EL CHARCO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.698064835661141,-74.16964115732343
171236.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.531412614852203,-74.14215376714297
171250.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.506308231849069,-74.14926107740006
171320.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.503911949191132,-74.14776505203284
171546.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.343310238861903,-74.35999735805336
171708.0,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,Paso Ancho,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.009100674642049,-73.99067075031871
171784.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Bermejal,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.374470183009603,-74.34193669384523
172164.0,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,CASCO URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.620774506233361,-73.81729066129132
172710.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Moyano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.797485698834556,-74.28622074733866
172710.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Moyano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.802694796068038,-74.28514058611823
172940.0,Sancionatorio,Sabana Occidente,Cundinamarca,FUNZA,La Florida,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.728504729167104,-74.16244328733147
173068.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Tierra Morada,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.864618558903129,-74.2935346978195
173944.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.323524958706307,-73.71848739660393
173948.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.522477523597392,-74.14737936340134
174580.0,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.456725467921365,-74.63397912834974
174606.0,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.456761543231247,-74.63410529258086
174920.0,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.429751044743832,-73.6382273624479
175534.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Peñas,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.199806941206461,-73.84467462153063
175598.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.323334924557479,-73.7182529444509
175776.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.299009226147966,-74.80737014375782
175778.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.277865284350967,-74.77137456628721
176346.0,Sancionatorio,Ubate,Cundinamarca,UBATE,Guatancuy,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.355177265652509,-73.79250457318558
176384.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Pajarito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.138198773864668,-73.90471921551881
176816.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,La Ramada,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.323081959319736,-73.71865004281216
177306.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CHORRILLOS,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.776392032519601,-74.11391646419493
177574.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Centro Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.789465777581055,-74.33564396734384
178160.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Peñas,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.199843079390366,-73.84458440872808
178282.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.009432163998458,-74.46942670337023
178352.0,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,Alisal,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.322992557469982,-73.88163599170963
178520.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.009584047749668,-74.47249262761589
